Groserias,Vulgar,Ofensivo,clean_tweet
@jgnaredo Estas todo pendejo con las chingaderas que ladras.,1,1,@jgnaredo Estas todo pendejo con las chingaderas que ladras.
"@YukiUwU4 El mejor remedio para la tímides y el miedo a situaciones sociales es comportart lo más pendejo posible 😂 te ayudará a no sentir la sensación de tensión de estar siendo incomodamente silenciosa. Entre menos serio sos la gente te trata mejor y más fácil, garantizado",1,0,"@YukiUwU4 El mejor remedio para la tímides y el miedo a situaciones sociales es comportart lo más pendejo posible 😂 te ayudará a no sentir la sensación de tensión de estar siendo incomodamente silenciosa. Entre menos serio sos la gente te trata mejor y más fácil, garantizado"
"Jamás voy a señalar, ni hablar mal de nadie eso me hace diferente #Inquebrantables 🙏🙌👏 lección aprendida ya fue mucho tiempo de cómo decían en el barrio la inocencia del pendejo @DanielHabif gracias por ser auténtico y no entres a la política nunca por favor 🙏🙌🇲🇽👏",1,0,"Jamás voy a señalar, ni hablar mal de nadie eso me hace diferente #Inquebrantables 🙏🙌👏 lección aprendida ya fue mucho tiempo de cómo decían en el barrio la inocencia del pendejo @DanielHabif gracias por ser auténtico y no entres a la política nunca por favor 🙏🙌🇲🇽👏"
@ivansab76 @FlacaExplosiva Y eso es un chiste pendejo? Gastaste la única neurona que tenés en esa mierda… 😴 mínimo quedaste en estado vegetal después de mandar ese tuit!,1,1,@ivansab76 @FlacaExplosiva Y eso es un chiste pendejo? Gastaste la única neurona que tenés en esa mierda… 😴 mínimo quedaste en estado vegetal después de mandar ese tuit!
"Eso no es ser zurdito. Es ser un reverendo pendejo. 

Y ojo, qué hay montón de gente de “ultraderecha” con esa misma narrativa. Insisto, esas pendejadas van más allá de ideologías. https://t.co/zaf619lrrZ",1,1,"Eso no es ser zurdito. Es ser un reverendo pendejo. 

Y ojo, qué hay montón de gente de “ultraderecha” con esa misma narrativa. Insisto, esas pendejadas van más allá de ideologías. https://t.co/zaf619lrrZ"
"@Pablo_Hdez @CitlaHM @DeniseDresserG @senadomexicano No son reyes pendejo, se deben a los ciudadanos, qué pobre educación manejan estos arrastrados",1,1,"@Pablo_Hdez @CitlaHM @DeniseDresserG @senadomexicano No son reyes pendejo, se deben a los ciudadanos, qué pobre educación manejan estos arrastrados"
@nadamasquemeno1 JAJAJJAJAJAJAJA pendejo,1,1,@nadamasquemeno1 JAJAJJAJAJAJAJA pendejo
@OscarPiMo Aquí en Torreón pendejo,1,1,@OscarPiMo Aquí en Torreón pendejo
Pendejo yo,1,0,Pendejo yo
Mi mama decía que para “pendejo” no se estudia https://t.co/qG1GLsQhUA,1,0,Mi mama decía que para “pendejo” no se estudia https://t.co/qG1GLsQhUA
@weendylizeeth Dale 3 uno por mi y el otro por pendejo,1,1,@weendylizeeth Dale 3 uno por mi y el otro por pendejo
"Estas cuentas de fotuto lo que dan es asco, como este jodio pendejo que escribió https://t.co/WNtOIqvo3A",1,1,"Estas cuentas de fotuto lo que dan es asco, como este jodio pendejo que escribió https://t.co/WNtOIqvo3A"
@revistapolemon @lopezobrador_ No es solamente un pendejo,1,1,@revistapolemon @lopezobrador_ No es solamente un pendejo
"Pendejo feo, todavía iba a tener consideración pero nel, vtalv jajajajajaja",1,1,"Pendejo feo, todavía iba a tener consideración pero nel, vtalv jajajajajaja"
@DavidcMorgaofic Jajajajajajajjjkajajjjajajajajajajajajjjajajajajkjjkjqjq estoy fumando pendejo de la risa la puta mota me regaño https://t.co/qWXsak2AiV,1,1,@DavidcMorgaofic Jajajajajajajjjkajajjjajajajajajajajajjjajajajajkjjkjqjq estoy fumando pendejo de la risa la puta mota me regaño https://t.co/qWXsak2AiV
@ProphecyxOffic Perro pendejo,1,1,@ProphecyxOffic Perro pendejo
@sromero1717 @_PonchoDeNigris Jajajaja estás bien pendejo,1,1,@sromero1717 @_PonchoDeNigris Jajajaja estás bien pendejo
@Ranchie62 @alarcondibujos @macariomx jajaja el bot todo pendejo,1,1,@Ranchie62 @alarcondibujos @macariomx jajaja el bot todo pendejo
"""Ay siiii, pendejo"" 
-Yo antes de ver qué efectivamente si",1,1,"""Ay siiii, pendejo"" 
-Yo antes de ver qué efectivamente si"
@MarkoCortes @cmicnacional Tu sueldo mojito tu sueldo y la falta de transparencia no cabeza de vaca no hables a lo pendejo,1,1,@MarkoCortes @cmicnacional Tu sueldo mojito tu sueldo y la falta de transparencia no cabeza de vaca no hables a lo pendejo
@Vivianolala Quién fue el pendejo?!,1,1,@Vivianolala Quién fue el pendejo?!
@SAminadab @Nuvia_OuO No sabes leer o estás pendejo? Le dieron indicación de que el setup no se tocaba,1,1,@SAminadab @Nuvia_OuO No sabes leer o estás pendejo? Le dieron indicación de que el setup no se tocaba
"@_gabonavarro @m_ebrard Ebrard no sólo es más pendejo de lo que él cree, es incluso, más pendejo de lo que podemos creer todos.",1,1,"@_gabonavarro @m_ebrard Ebrard no sólo es más pendejo de lo que él cree, es incluso, más pendejo de lo que podemos creer todos."
"@cisnerosmarco01 @chompis_ De las birrias te faltó el pendejo de villa villa, aunque ese no cuenta por imbécil 🤣",1,1,"@cisnerosmarco01 @chompis_ De las birrias te faltó el pendejo de villa villa, aunque ese no cuenta por imbécil 🤣"
"López es tan pendejo, que confundió una Secretaria de Estado, con la secre de ventanilla que te rebota los papeles de tu trámite....👇👇👇👇👇
https://t.co/2HQH19W4GW",1,1,"López es tan pendejo, que confundió una Secretaria de Estado, con la secre de ventanilla que te rebota los papeles de tu trámite....👇👇👇👇👇
https://t.co/2HQH19W4GW"
"@Mad_Politico4T @_PonchoDeNigris Pendejo, pues si no conoce al tipo, imbecil, está preguntando a través de sus redes sociales para poder encontrarlo y así poder ayudarlo, de otro modo sería aún más difícil encontrarlo, mejor deja de decir mamadas y que te valga verga x40000",1,1,"@Mad_Politico4T @_PonchoDeNigris Pendejo, pues si no conoce al tipo, imbecil, está preguntando a través de sus redes sociales para poder encontrarlo y así poder ayudarlo, de otro modo sería aún más difícil encontrarlo, mejor deja de decir mamadas y que te valga verga x40000"
"Seguramente tu eres ""el pendejo este"" de alguien.
O si eres morra ""la loca esa"" de algún pendejo ese.",1,1,"Seguramente tu eres ""el pendejo este"" de alguien.
O si eres morra ""la loca esa"" de algún pendejo ese."
"Hace unos días me andaban atacando en mi trabajo con el pendejo argumento de que como yo pido muchos permisos, yo debería prepararle café al jefe. 
Cabe destacar que la persona que me lo dijo ES SU ASISTENTE (y que porque ella no le sabe a la cafetera) ¿?",1,0,"Hace unos días me andaban atacando en mi trabajo con el pendejo argumento de que como yo pido muchos permisos, yo debería prepararle café al jefe. 
Cabe destacar que la persona que me lo dijo ES SU ASISTENTE (y que porque ella no le sabe a la cafetera) ¿?"
@TigresOficial @christusmx @DiegoReyes Se lesiono de la vergüenza el pendejo ese.,1,1,@TigresOficial @christusmx @DiegoReyes Se lesiono de la vergüenza el pendejo ese.
Me caga estar aburrido porque me pongo a gastar dinero a lo pendejo,1,0,Me caga estar aburrido porque me pongo a gastar dinero a lo pendejo
"El vato le ha de estar contando a sus colegas que me puse bien mamona pero, goey la unidad ya estaba apartada y solo estaba esperando a que me llamaras para que me entregaras. Pendejo.",1,1,"El vato le ha de estar contando a sus colegas que me puse bien mamona pero, goey la unidad ya estaba apartada y solo estaba esperando a que me llamaras para que me entregaras. Pendejo."
"@zoramar08 Es difícil que te expliquen, pues en ocasiones salen guisados desde la cuadra, culpan a los jockeys, "" los entrenadores"" lo ponen en averiguación y los vuelven a guisar en la cuadra, así también funciona y siempre la culpa es del más pendejo ""el jockey"" está como una de tantas 👌",1,0,"@zoramar08 Es difícil que te expliquen, pues en ocasiones salen guisados desde la cuadra, culpan a los jockeys, "" los entrenadores"" lo ponen en averiguación y los vuelven a guisar en la cuadra, así también funciona y siempre la culpa es del más pendejo ""el jockey"" está como una de tantas 👌"
"@tania__rd @CitlaHM La agenda de la enemiga de las ensaladas es mucho más clara

LAMERLE LOS HUEVOS AL PENDEJO DE PALACIO UN DÍA SÍ Y EL OTRO TAMBIÉN",1,1,"@tania__rd @CitlaHM La agenda de la enemiga de las ensaladas es mucho más clara

LAMERLE LOS HUEVOS AL PENDEJO DE PALACIO UN DÍA SÍ Y EL OTRO TAMBIÉN"
Jaja que pendejo https://t.co/aeZSONZopS,1,1,Jaja que pendejo https://t.co/aeZSONZopS
"Dejen de tuitear de hs, casa día encuentran nuevo pendejo del cual hablar. 

Afortunadamente su película al parecer es una 💩 y todo el mame pasara pronto.",1,1,"Dejen de tuitear de hs, casa día encuentran nuevo pendejo del cual hablar. 

Afortunadamente su película al parecer es una 💩 y todo el mame pasara pronto."
Bueno es la hora en la que me hago pendejo en el trabajo hahahahahha,1,0,Bueno es la hora en la que me hago pendejo en el trabajo hahahahahha
"@vitolaRadioacti @peke_tp @tania__rd @CitlaHM Pero si mañana don pendejo dice que mejor la guardia civil se queda como está, mañana mismo todos los perritos come torta van a cambiar su discurso para apoyarlo. No se trata del contexto, ni del tiempo, se trata de lamerle los huevos un día sí y el otro también",1,1,"@vitolaRadioacti @peke_tp @tania__rd @CitlaHM Pero si mañana don pendejo dice que mejor la guardia civil se queda como está, mañana mismo todos los perritos come torta van a cambiar su discurso para apoyarlo. No se trata del contexto, ni del tiempo, se trata de lamerle los huevos un día sí y el otro también"
@julianvzdg @elnortelocal Porque crees que es motociclista? Obvio es un Pendejo.,1,1,@julianvzdg @elnortelocal Porque crees que es motociclista? Obvio es un Pendejo.
"no se como existen personas que real no pueden tener una buena AMISTAD con sus exs, yo con el mío me llevo dhvs, nos llevamos mejor que cuando andábamos, si ves esto pendejo tqm 🫶🏻",1,0,"no se como existen personas que real no pueden tener una buena AMISTAD con sus exs, yo con el mío me llevo dhvs, nos llevamos mejor que cuando andábamos, si ves esto pendejo tqm 🫶🏻"
"@ernestosamperp Este malviviente ha dicho algo muy grave! Le dice a todo un país q fueron manipulados y q eligieron mal. Ésta es la izquierda rancia y antidemocrática: cuando ganan fue un logro d ellos, cuando pierden el ciudadano es imbécil q se dejó manipular por los medios, ricos y el imperio",0,1,"@ernestosamperp Este malviviente ha dicho algo muy grave! Le dice a todo un país q fueron manipulados y q eligieron mal. Ésta es la izquierda rancia y antidemocrática: cuando ganan fue un logro d ellos, cuando pierden el ciudadano es imbécil q se dejó manipular por los medios, ricos y el imperio"
"@tania__rd @CitlaHM Si, es congruente, no como la del imbécil de palacio.

“O no saben que contestar “",0,1,"@tania__rd @CitlaHM Si, es congruente, no como la del imbécil de palacio.

“O no saben que contestar “"
@RuidoEnLaRed Pero el imbecil que está grabando y no hace nada !!! Cómplice también mai nacidos,0,1,@RuidoEnLaRed Pero el imbecil que está grabando y no hace nada !!! Cómplice también mai nacidos
"Es que no puedo creer aún que el wey sea tan arrimado de andar con mis conocidos, a mi me hablan sus amigos y en visto los dejo , dejar a alguien es dejar círculos, amistades para buscar la paz , no estar JODIENDO y andar donde YO TE LLEVÉ, imbecil 🥰",0,1,"Es que no puedo creer aún que el wey sea tan arrimado de andar con mis conocidos, a mi me hablan sus amigos y en visto los dejo , dejar a alguien es dejar círculos, amistades para buscar la paz , no estar JODIENDO y andar donde YO TE LLEVÉ, imbecil 🥰"
@artur_espinosa @lopezobrador_ @SergioSarmiento @juliopatan09 @ismael_ixma @diaz_manuel @Garcimonero @ferbelaunzaran @JTrianaT @lumendoz @V_TrujilloM @jrsestaca Jajajajaja puras fakes inventa este imbecil priandejo,0,1,@artur_espinosa @lopezobrador_ @SergioSarmiento @juliopatan09 @ismael_ixma @diaz_manuel @Garcimonero @ferbelaunzaran @JTrianaT @lumendoz @V_TrujilloM @jrsestaca Jajajajaja puras fakes inventa este imbecil priandejo
"@HLGatell CHATPM imbécil, te deseo te escupan la comida en todos lados a los que vayas.",0,1,"@HLGatell CHATPM imbécil, te deseo te escupan la comida en todos lados a los que vayas."
OK MEROPENEM METRONIDAZOL IMBECIL,0,1,OK MEROPENEM METRONIDAZOL IMBECIL
@AdastraRegalado @MyriamMonteCruz @AdastraRegalado MEJOR POR QUE NO VAS A REIRTE DE TU MADRE IMBÉCIL,0,1,@AdastraRegalado @MyriamMonteCruz @AdastraRegalado MEJOR POR QUE NO VAS A REIRTE DE TU MADRE IMBÉCIL
"@deniseramosm Lo que no se puede volver a repetir es tener un inepto, resentido, ignorante y mentiroso a cargo del gobierno de nuestro país. Es un perfecto imbécil.",0,1,"@deniseramosm Lo que no se puede volver a repetir es tener un inepto, resentido, ignorante y mentiroso a cargo del gobierno de nuestro país. Es un perfecto imbécil."
Admirar a un imbécil te hace un imbécil al cuadrado.,0,1,Admirar a un imbécil te hace un imbécil al cuadrado.
"@cisnerosmarco01 @chompis_ De las birrias te faltó el pendejo de villa villa, aunque ese no cuenta por imbécil 🤣",0,1,"@cisnerosmarco01 @chompis_ De las birrias te faltó el pendejo de villa villa, aunque ese no cuenta por imbécil 🤣"
"todos los días estaba sedada, no sé cómo acabé la prepa, soy una imbécil ahora",0,1,"todos los días estaba sedada, no sé cómo acabé la prepa, soy una imbécil ahora"
"@Mad_Politico4T @_PonchoDeNigris Pendejo, pues si no conoce al tipo, imbecil, está preguntando a través de sus redes sociales para poder encontrarlo y así poder ayudarlo, de otro modo sería aún más difícil encontrarlo, mejor deja de decir mamadas y que te valga verga x40000",0,1,"@Mad_Politico4T @_PonchoDeNigris Pendejo, pues si no conoce al tipo, imbecil, está preguntando a través de sus redes sociales para poder encontrarlo y así poder ayudarlo, de otro modo sería aún más difícil encontrarlo, mejor deja de decir mamadas y que te valga verga x40000"
¿Algo trascendental de este imbécil? https://t.co/FjIKl61xdl,0,1,¿Algo trascendental de este imbécil? https://t.co/FjIKl61xdl
@Xav6smo @trunksRM Denunciado por Imbécil,0,1,@Xav6smo @trunksRM Denunciado por Imbécil
"Por este tuit, el fascista de @nayibbukele manda a detener a un tuitero. La deriva autoritaria de El Salvador comandada por un imbécil. https://t.co/tLJjhSkRlk",0,1,"Por este tuit, el fascista de @nayibbukele manda a detener a un tuitero. La deriva autoritaria de El Salvador comandada por un imbécil. https://t.co/tLJjhSkRlk"
"@HolaSoyCarmelo Quien en su sano juicio le dice que no al club más grande de la historia, namas un imbécil como el",0,1,"@HolaSoyCarmelo Quien en su sano juicio le dice que no al club más grande de la historia, namas un imbécil como el"
"@jaime_saborit98 @relevo Pero tú eres tonto verdad?, Con sedes en Bilbao y Madrid, y la directora deportiva Pilar Sainz enredada de Madrid? 🤣🤣🤣🤣

Pobre imbécil",0,1,"@jaime_saborit98 @relevo Pero tú eres tonto verdad?, Con sedes en Bilbao y Madrid, y la directora deportiva Pilar Sainz enredada de Madrid? 🤣🤣🤣🤣

Pobre imbécil"
@fisgonmonero No digas pendejadas!! No tienes la más paupérrima idea de lo que es la prisión preventiva !!! Es una pena anticipada y permite que el MP y POLICÍA ministerial no investigue nada porque ya tienes en la cárcel a quien se les dé la gana !! Estudia primero imbécil,0,1,@fisgonmonero No digas pendejadas!! No tienes la más paupérrima idea de lo que es la prisión preventiva !!! Es una pena anticipada y permite que el MP y POLICÍA ministerial no investigue nada porque ya tienes en la cárcel a quien se les dé la gana !! Estudia primero imbécil
CHAPIN GRAN IMBECIL QUERIENDO HACERSE EL GRACIOSO PARTE 98764324678898654311460876906426780006R3114678900086549 MILES DE MILLONES https://t.co/YaHNXpK1Zl,0,1,CHAPIN GRAN IMBECIL QUERIENDO HACERSE EL GRACIOSO PARTE 98764324678898654311460876906426780006R3114678900086549 MILES DE MILLONES https://t.co/YaHNXpK1Zl
